M;AVI12;1;;ABATPAR;2;
M;AVI12;1;;ADILNG;2;
M;AVI12;1;;ADPVAL;2;
M;AVI12;1;;AIFIMPGENFIC;2;
M;AVI12;1;;AIMP;2;
M;AVI12;1;;APRSMSK;2;
M;AVI12;1;;ARCVISU;2;CMS
M;AVI12;1;;ARCVISUOBJ;2;CMS
M;AVI12;1;;AVOCAB;2;
M;AVI12;1;;BOMPRN;2;
M;AVI12;1;;BOMRET;2;
M;AVI12;1;;CASNOMENP;2;
M;AVI12;1;;CASNOMENS;2;
M;AVI12;1;;CNSXTPS;2;
M;AVI12;1;;CODACC;2;
M;AVI12;1;;CODCTL;2;
M;AVI12;1;;COMBOS;2;
M;AVI12;2;AVIA1;CONSALLG;2;
M;AVI12;2;AVIA1;CONSCOL;2;
M;AVI12;1;;CONSLLC;2;
M;AVI12;2;AVIA1;CONSMFG;2;
M;AVI12;2;AVIA1;CONSMKI;2;
M;AVI12;2;AVIA1;CONSMKM;2;
M;AVI12;2;AVIA1;CONSMKO;2;
M;AVI12;2;AVIA1;CONSMWK;2;
M;AVI12;1;;CONSOIT;2;
M;AVI12;2;AVIA1;CONSOPX;2;
M;AVI12;2;AVIA1;CONSORD;2;
M;AVI12;2;AVIA1;CONSORD7;2;
M;AVI12;2;AVIA1;CONSPRH;2;
M;AVI12;2;AVIA1;CONSSAD;2;
M;AVI12;2;AVIA1;CONSSAG;2;
M;AVI12;2;AVIA1;CONSSAR;2;
M;AVI12;2;AVIA1;CONSSAT;2;
M;AVI12;2;AVIA1;CONSSBI;2;
M;AVI12;2;AVIA1;CONSSBII;2;
M;AVI12;2;AVIA1;CONSSBP;2;
M;AVI12;2;AVIA1;CONSSCB;2;
M;AVI12;2;AVIA1;CONSSCBCB;2;
M;AVI12;2;AVIA1;CONSSCBCB1;2;
M;AVI12;2;AVIA1;CONSSCBPD;2;
M;AVI12;2;AVIA1;CONSSCBPD1;2;
M;AVI12;2;AVIA1;CONSSCI;2;
M;AVI12;2;AVIA1;CONSSDA;2;
M;AVI12;2;AVIA1;CONSSDE;2;
M;AVI12;2;AVIA1;CONSSDI;2;
M;AVI12;2;AVIA1;CONSSDI1;2;
M;AVI12;2;AVIA1;CONSSDO;2;
M;AVI12;2;AVIA1;CONSSEA;2;
M;AVI12;2;AVIA1;CONSSED;2;
M;AVI12;2;AVIA1;CONSSFC;2;
M;AVI12;1;;CONSSH3;2;
M;AVI12;2;AVIA1;CONSSHO;2;
M;AVI12;2;AVIA1;CONSSHQ;2;
M;AVI12;2;AVIA1;CONSSHS;2;
M;AVI12;2;AVIA1;CONSSHTG;2;
M;AVI12;2;AVIA1;CONSSII;2;
M;AVI12;2;AVIA1;CONSSLO;2;
M;AVI12;1;;CONSSMA;2;
M;AVI12;2;AVIA1;CONSSMJ;2;
M;AVI12;2;AVIA1;CONSSMQ;2;
M;AVI12;2;AVIA1;CONSSMV;2;
M;AVI12;2;AVIA1;CONSSOE;2;
M;AVI12;2;AVIA1;CONSSPE;2;
M;AVI12;2;AVIA1;CONSSPR;2;
M;AVI12;2;AVIA1;CONSSPR1;2;
M;AVI12;1;;CONSSRF;2;
M;AVI12;2;AVIA1;CONSSSE;2;
M;AVI12;2;AVIA1;CONSSST;2;
M;AVI12;1;;CONSSTK;2;
M;AVI12;2;AVIA1;CONSSXT;2;
M;AVI12;1;;CONSXCT;2;
M;AVI12;2;AVIA1;COPYGAMME;2;
M;AVI12;1;;COPYNOMEN;2;
M;AVI12;1;;CREITFMA;2;
M;AVI12;1;;DIVTSI;2;CMNS
M;AVI12;1;;EVCBAT;2;CMS
M;AVI12;2;AVIA1;EXEALH;2;
M;AVI12;1;;EXEALHGRP;2;
M;AVI12;2;AVIA1;FUNADRVAL;2;
M;AVI12;2;AVIA1;FUNANL;2;
M;AVI12;2;AVIA1;FUNAUTDLV2;2;
M;AVI12;2;AVIA1;FUNAUTPREP;2;
M;AVI12;2;AVIA1;FUNBENCHI;2;
M;AVI12;2;AVIA1;FUNBENCHM;2;
M;AVI12;2;AVIA1;FUNBENCHO;2;
M;AVI12;2;AVIA1;FUNBENCHR;2;
M;AVI12;2;AVIA1;FUNBENCHT;2;
M;AVI12;2;AVIA1;FUNBENPLT;2;
M;AVI12;2;AVIA1;FUNCALREO;2;
M;AVI12;2;AVIA1;FUNCFMDLV2;2;
M;AVI12;1;;FUNCHGITG;2;
M;AVI12;2;AVIA1;FUNCHGVAL;2;
M;AVI12;2;AVIA1;FUNCPTITH;2;
M;AVI12;2;AVIA1;FUNCTLBPR;2;
M;AVI12;1;;FUNCUSSEA;2;
M;AVI12;2;AVIA1;FUNDBENCH;2;AMJP
M;AVI12;2;AVIA1;FUNGBENCH;2;AMJ
M;AVI12;2;AVIA1;FUNGLOAD;2;
M;AVI12;2;AVIA1;FUNIPTD;2;
M;AVI12;2;AVIA1;FUNITC;2;CMS
M;AVI12;1;;FUNLBEIMP;2;
M;AVI12;2;AVIA1;FUNLOCS;2;
M;AVI12;2;AVIA1;FUNMANL;2;
M;AVI12;2;AVIA1;FUNMAUTMTO;2;
M;AVI12;2;AVIA1;FUNMCLOSE;2;
M;AVI12;2;AVIA1;FUNMCOV;2;
M;AVI12;2;AVIA1;FUNMDESMTO;2;
M;AVI12;2;AVIA1;FUNMLINK;2;AMJ
M;AVI12;2;AVIA1;FUNMPICK;2;
M;AVI12;2;AVIA1;FUNMPS;2;
M;AVI12;2;AVIA1;FUNMREACT;2;
M;AVI12;2;AVIA1;FUNMRP;2;
M;AVI12;2;AVIA1;FUNMSITU;2;
M;AVI12;2;AVIA1;FUNPKD;2;
M;AVI12;1;;FUNPKE;2;
M;AVI12;1;;FUNPKE2;2;
M;AVI12;2;AVIA1;FUNPKP;2;
M;AVI12;2;AVIA1;FUNPREDLV2;2;
M;AVI12;2;AVIA1;FUNPREP;2;
M;AVI12;2;AVIA1;FUNPSVIEW;2;V
M;AVI12;2;AVIA1;FUNPURSUGA;2;
M;AVI12;2;AVIA1;FUNREO;2;
M;AVI12;1;;FUNSFTEAC;2;
M;AVI12;1;;FUNSFTPOR;2;
M;AVI12;2;AVIA1;FUNSFTVAL;2;
M;AVI12;2;AVIA1;FUNSHTSEL;2;CMS
M;AVI12;2;AVIA1;FUNSMU;2;
M;AVI12;2;AVIA1;FUNSMXUPD;2;
M;AVI12;2;AVIA1;FUNSSL;2;
M;AVI12;2;AVIA1;FUNSTDTDU;2;
M;AVI12;2;AVIA1;FUNSTKA;2;
M;AVI12;2;AVIA1;FUNSTKACC;2;
M;AVI12;2;AVIA1;FUNSTKADJ;2;
M;AVI12;2;AVIA1;FUNSTKB;2;
M;AVI12;1;;FUNSTKTRS;2;
M;AVI12;2;AVIA1;FUNSTOLTI;2;
M;AVI12;2;AVIA1;FUNSTOP;2;
M;AVI12;2;AVIA1;FUNSTOR;2;
M;AVI12;1;;FUNSTORUL;2;
M;AVI12;1;;FUNSTOWIPW;2;
M;AVI12;2;AVIA1;FUNSTPE;2;
M;AVI12;2;AVIA1;FUNSTPI;2;
M;AVI12;1;;FUNSTPL;2;
M;AVI12;2;AVIA1;FUNSTPQ;2;
M;AVI12;2;AVIA1;FUNSTPT;2;
M;AVI12;2;AVIA1;FUNSTPU;2;
M;AVI12;2;AVIA1;FUNSTVA;2;
M;AVI12;2;AVIA1;FUNSYNCO;2;
M;AVI12;2;AVIA1;FUNSYNCW;2;
M;AVI12;1;;FUNSYNREO;2;
M;AVI12;1;;FUNSYNSRG;2;
M;AVI12;2;AVIA1;FUNTDUCAP;2;
M;AVI12;2;AVIA1;FUNTDUCLO;2;
M;AVI12;2;AVIA1;FUNTDUMRP;2;
M;AVI12;2;AVIA1;FUNTDUOF;2;
M;AVI12;2;AVIA1;FUNTDUPDR5;2;
M;AVI12;2;AVIA1;FUNTDUPDW;2;
M;AVI12;2;AVIA1;FUNTDUVAR;2;
M;AVI12;2;AVIA1;FUNTDUWST;2;
M;AVI12;1;;FUNTLPATT;2;
M;AVI12;1;;FUNTRAAXX;2;
M;AVI12;2;AVIA1;FUNWANL;2;
M;AVI12;1;;GESABC;2;CMS
M;AVI12;1;;GESABH;2;CMS
M;AVI12;1;;GESACL;2;CMS
M;AVI12;1;;GESACS;2;CMS
M;AVI12;1;;GESADG;2;CMS
M;AVI12;1;;GESADI2;2;CMNS
M;AVI12;1;;GESADS;2;CMS
M;AVI12;1;;GESAEN;2;CMS
M;AVI12;1;;GESAEV;2;CMSN
M;AVI12;1;;GESAFP;2;CMS
M;AVI12;1;;GESAFT;2;CMSA
M;AVI12;1;;GESAIT;2;CMS
M;AVI12;1;;GESALH;2;CMSN
M;AVI12;1;;GESALQ;2;CMSN
M;AVI12;1;;GESALT;2;CMSN
M;AVI12;1;;GESAME;2;CMS
M;AVI12;1;;GESANM;2;CMS
M;AVI12;1;;GESANU;2;CMSNP
M;AVI12;1;;GESAOC;2;CMS
M;AVI12;1;;GESAOE;2;CMSN
M;AVI12;1;;GESAOP;2;CMS
M;AVI12;1;;GESAOR;2;CMS
M;AVI12;1;;GESAOW;2;CMS
M;AVI12;1;;GESAPN;2;CMS
M;AVI12;1;;GESAPO;2;CMS
M;AVI12;1;;GESAPR;2;CMS
M;AVI12;1;;GESAPV;2;CMS
M;AVI12;1;;GESARL;2;CMS
M;AVI12;1;;GESASL;2;CMS
M;AVI12;1;;GESASY;2;CMS
M;AVI12;1;;GESAUS;2;CMSNAP
M;AVI12;1;;GESAWA;2;CMSN
M;AVI12;1;;GESAWR;2;CMS
M;AVI12;1;;GESAWU;2;CMSU
M;AVI12;1;;GESAWV;2;CMS
M;AVI12;1;;GESAWW;2;CMS
M;AVI12;1;;GESAWX;2;CMSN
M;AVI12;1;;GESAYH;2;CMS
M;AVI12;1;;GESAYP;2;CMS
M;AVI12;2;AVIA1;GESBBY;2;CMSK
M;AVI12;2;AVIA1;GESBCG;2;CMS
M;AVI12;1;;GESBOD;2;CMS
M;AVI12;1;;GESBODC;2;CMS
M;AVI12;1;;GESBODP;2;CMS
M;AVI12;1;;GESBODS;2;CMS
M;AVI12;1;;GESBPC;2;CMST
M;AVI12;1;;GESBPP;2;CMS
M;AVI12;1;;GESBPR;2;CMNS
M;AVI12;1;;GESBPS;2;CMNST
M;AVI12;1;;GESBPT;2;CMS
M;AVI12;1;;GESBSG;2;CMS
M;AVI12;2;AVIA1;GESCWRH;2;CMS
M;AVI12;2;AVIA1;GESDBY;2;CMSK
M;AVI12;1;;GESDIH;2;CMS
M;AVI12;1;;GESECS;2;CMS
M;AVI12;1;;GESFCT;2;CMS
M;AVI12;1;;GESGTC;2;CMSN
M;AVI12;2;AVIA1;GESICA;2;CMS
M;AVI12;2;AVIA1;GESICB;2;CMS
M;AVI12;2;AVIA1;GESICD;2;CMS
M;AVI12;2;AVIA1;GESICS;2;CMS
M;AVI12;1;;GESICV;2;CMS
M;AVI12;2;AVIA1;GESITF;2;CMS
M;AVI12;2;AVIA1;GESITG;2;
M;AVI12;1;;GESITM;2;CMSTc
M;AVI12;2;AVIA1;GESITW;2;CMS
M;AVI12;1;;GESLDS;2;CMS
M;AVI12;2;AVIA1;GESLOC;2;CMS
M;AVI12;1;;GESMCL;2;CMNS
M;AVI12;1;;GESMDL;2;CMNS
M;AVI12;2;AVIA1;GESMFG;2;
M;AVI12;1;;GESMFL;2;CMNS
M;AVI12;1;;GESMGL;2;CMNS
M;AVI12;1;;GESMIL;2;CMNS
M;AVI12;1;;GESMML;2;CMNS
M;AVI12;1;;GESMOL;2;CMNS
M;AVI12;1;;GESMPL;2;CMNS
M;AVI12;1;;GESMRE;2;CMNS
M;AVI12;1;;GESMRL;2;CMNS
M;AVI12;2;AVIA1;GESMTK;2;CKMS
M;AVI12;1;;GESMTL;2;CMNS
M;AVI12;2;AVIA1;GESMWS;2;CMS
M;AVI12;2;AVIA1;GESMWW;2;CMS
M;AVI12;2;AVIA1;GESORZ;2;CMS
M;AVI12;2;AVIA1;GESORZS;2;CMS
M;AVI12;2;AVIA1;GESPAS;2;CMS
M;AVI12;1;;GESPBY;2;CMSN
M;AVI12;2;AVIA1;GESPCB;2;
M;AVI12;2;AVIA1;GESPJA;2;CMS
M;AVI12;2;AVIA1;GESPOH;2;CILMST
M;AVI12;2;AVIA1;GESPPA;2;CMS
M;AVI12;1;;GESPRE;2;
M;AVI12;2;AVIA1;GESPRH;2;CMSLG
M;AVI12;1;;GESPRT;2;
M;AVI12;1;;GESPRV;2;CMS
M;AVI12;1;;GESPS1;2;CMS
M;AVI12;1;;GESPS2;2;CMNS
M;AVI12;2;AVIA1;GESPSH;2;CGMST
M;AVI12;2;AVIA1;GESPSO;2;CMS
M;AVI12;2;AVIA1;GESPTH;2;CMSTKL
M;AVI12;1;;GESPTO;2;CMS
M;AVI12;1;;GESPTR2;2;CMNS
M;AVI12;1;;GESPWA;2;CMS
M;AVI12;2;AVIA1;GESQCR;2;CMS
M;AVI12;1;;GESQLC;2;CMS
M;AVI12;1;;GESQST;2;CMS
M;AVI12;1;;GESREP;2;CMS
M;AVI12;2;AVIA1;GESROT;2;CMS
M;AVI12;2;AVIA1;GESROU;2;
M;AVI12;2;AVIA1;GESROW;2;CMS
M;AVI12;2;AVIA1;GESSCS;2;CMS
M;AVI12;1;;GESSCT;2;
M;AVI12;2;AVIA1;GESSDH;2;CFGIKMPSV
M;AVI12;2;AVIA1;GESSDH2;2;CFGKMPSV
M;AVI12;1;;GESSES;2;CMS
M;AVI12;2;AVIA1;GESSIS;2;CMSD
M;AVI12;1;;GESSLD;2;CMNS
M;AVI12;1;;GESSLD2;2;CMNS
M;AVI12;2;AVIA1;GESSLM;2;CMS
M;AVI12;1;;GESSLT;2;
M;AVI12;2;AVIA1;GESSMO;2;CMSK
M;AVI12;2;AVIA1;GESSMR;2;CMSK
M;AVI12;2;AVIA1;GESSMX;2;CMS
M;AVI12;2;AVIA1;GESSNL;2;CMSV
M;AVI12;1;;GESSNP;2;
M;AVI12;2;AVIA1;GESSNX;2;CMS
M;AVI12;2;AVIA1;GESSOH;2;
M;AVI12;1;;GESSOS;2;CMS
M;AVI12;1;;GESSOT;2;CMSN
M;AVI12;1;;GESSPK;2;
M;AVI12;1;;GESSQT;2;
M;AVI12;1;;GESSRG;2;
M;AVI12;1;;GESSRO;2;
M;AVI12;1;;GESSRT;2;
M;AVI12;2;AVIA1;GESSST;2;CMS
M;AVI12;2;AVIA1;GESSTE;2;CMS
M;AVI12;2;AVIA1;GESSTQ;2;CMSQ
M;AVI12;2;AVIA1;GESSTR;2;CMS
M;AVI12;1;;GESTBO;2;CMS
M;AVI12;1;;GESTCA;2;CMS
M;AVI12;1;;GESTCM;2;CMS
M;AVI12;1;;GESTCT;2;CMS
M;AVI12;1;;GESTEM;2;CMS
M;AVI12;1;;GESTFO;2;CMS
M;AVI12;1;;GESTFOLEG;2;CMS
M;AVI12;2;AVIA1;GESTKI;2;CMS
M;AVI12;2;AVIA1;GESTLO;2;CMS
M;AVI12;1;;GESTLP;2;CMS
M;AVI12;1;;GESTMS;2;CMS
M;AVI12;1;;GESTPA;2;CMS
M;AVI12;1;;GESTPV;2;CMS
M;AVI12;2;AVIA1;GESTRO;2;CMS
M;AVI12;1;;GESTRP;2;CMS
M;AVI12;1;;GESTRU;2;CMS
M;AVI12;1;;GESTSA;2;CMS
M;AVI12;1;;GESTSG;2;CMS
M;AVI12;1;;GESTSR;2;CMS
M;AVI12;1;;GESTST;2;CMS
M;AVI12;1;;GESTSV;2;CMS
M;AVI12;1;;GESTUVM;2;CMS
M;AVI12;1;;GESTWC;2;CMS
M;AVI12;1;;GESTWD;2;CMS
M;AVI12;2;AVIA1;GESWRH;2;CMS
M;AVI12;1;;GESXM2;2;CMNS
M;AVI12;1;;GESXMA;2;CMNS
M;AVI12;1;;GESXNC;2;CMS
M;AVI12;1;;GESXTL;2;CMS
M;AVI12;2;AVIA1;GESZKBN;2;CMS
M;AVI12;1;;GEXPENCH;2;
M;AVI12;1;;GEXPOBJ;2;T
M;AVI12;1;;GIMP;2;
M;AVI12;1;;GIMPA;2;
M;AVI12;1;;GIMPENCH;2;
M;AVI12;1;;GIMPEXPPAR;2;
M;AVI12;1;;GIMPOBJ;2;T
M;AVI12;1;;GIMPP;2;
M;AVI12;1;;GIMPS;2;
M;AVI12;1;;IMPORTV3;2;
M;AVI12;1;;LECTRACE;2;S
M;AVI12;1;;MDBA;2;
M;AVI12;1;;MIMP;2;
M;AVI12;1;;MPJM;2;
M;AVI12;1;;MPRP;2;
M;AVI12;2;AVIA1;MULTIWOX;2;
M;AVI12;1;;PJMACTTAS;2;1CMOS
M;AVI12;2;AVIA1;PJMTE;2;CMS
M;AVI12;1;;PSIMP;2;K
M;AVI12;1;;REMPLCOMP;2;
M;AVI12;1;;REMPLSRV;2;
M;AVI12;2;AVIA1;RPT02;2;
M;AVI12;2;AVIA1;RPT18;2;
M;AVI12;2;AVIA1;RPT19;2;
M;AVI12;2;AVIA1;RPT20;2;
M;AVI12;2;AVIA1;RPT21;2;
M;AVI12;2;AVIA1;RPT22;2;
M;AVI12;2;AVIA1;RPT25;2;
M;AVI12;2;AVIA1;RPT26;2;
M;AVI12;2;AVIA1;RPT27;2;
M;AVI12;2;AVIA1;RPT28;2;
M;AVI12;2;AVIA1;RPT29;2;
M;AVI12;2;AVIA1;RPT31;2;
M;AVI12;2;AVIA1;RPT32;2;
M;AVI12;2;AVIA1;RPT33;2;
M;AVI12;2;AVIA1;RPT34;2;
M;AVI12;2;AVIA1;RPT35;2;
M;AVI12;2;AVIA1;SAIWRKMAN;2;
M;AVI12;2;AVIA1;SUPGAMME;2;
M;AVI12;1;;SUPPRCOMP;2;
M;AVI12;1;;SUPPRSRV;2;
M;AVI12;1;;SYNCLLC;2;
M;AVI12;2;AVIA1;VISUBOMG;2;
M;AVI12;2;AVIA1;VISUBOMROU;2;
M;AVI12;2;AVIA1;VISUROUBOM;2;
M;AVI12;2;AVIA1;VISUROUG;2;
M;AVI12;1;;X4EQUIPE;2;
M;AVI12;1;;X4TPSASUP;2;
M;AVI12;1;;X4TREGSUP;2;
M;AVI12;1;;X4TVALITPG;2;
M;AVI12;1;;X4TVALITPS;2;
M;AVI12;2;AVIA1;XX1JHGESHAB;2;CMS
M;AVI12;1;;XX1JQ;2;
M;AVI12;1;;XX1JTRA;2;
M;AVI12;1;;ZBARRNG;2;
M;AVI12;2;AVIA1;ZREBARRNG;2;
